W, GeV F1 = [0] + [1]/Q^2 + [2] /Q^4
1.2 -9.981597321270122e-07 9.282286099754344e-07 0.16868675032156694
1.22 -9.999842561023042e-07 7.73850880320115e-08 0.19662950313064606
1.24 -9.999940282774684e-07 3.093246214724843e-10 0.1706435988894179
1.26 -9.998439478359955e-07 3.872366306112429e-06 0.14206311383509615
1.28 -7.763750891494792e-07 5.520306434192435e-13 0.12445581028176467
1.3 -6.907392837395662e-07 5.196597130385783e-08 0.10738788570227983
1.32 -9.999289727052894e-07 1.197930643570544e-13 0.09953548374643065
1.34 -3.1464515301519526e-07 5.030796403904247e-07 0.09668537777678612
1.36 -5.542324291330652e-07 3.889331380660388e-05 0.09023148267242381
1.38 -9.955043507085616e-07 1.682205051622976e-05 0.09573667413549358
